bioguide,icpsr,last,first,state,party,chamber
T000080,9211,taylor,herbert,NJ,R,House
T000082,9213,taylor,james,WV,D,House
T000146,9274,thayer,harry,MA,R,House
T000185,9309,thomas,robert,KY,D,House
T000282,9394,tincher,jasper,KS,R,House
T000299,9410,tolley,harold,NY,R,House
T000456,9548,tyson,lawrence,TN,D,Senate
U000026,9571,upshaw,william,GA,D,House
V000110,9680,voigt,edward,WI,R,House
W000109,9792,walters,anderson,PA,R,House
W000164,9842,warren,francis,WY,R,Senate
W000251,9916,wefald,knud,MN,O,House
W000339,9993,wheeler,loren,IL,R,House
W000490,10135,williams,arthur,MI,R,House
W000499,10144,williams,george,MO,R,Senate
W000737,10367,woodyard,harry,WV,R,House
D000560,2782,du pont,thomas,DE,R,Senate
G000340,3721,gould,arthur,ME,R,Senate
H000362,4207,hawes,harry,MO,D,Senate
S000534,8617,smith,frank,IL,R,House
S000826,8863,steck,daniel,IA,D,Senate
S000906,8933,stewart,david,IA,R,Senate
A000261,211,anthony,daniel,KS,R,House
B000291,562,beck,joseph,WI,R,House
B000314,583,begg,james,OH,R,House
B000407,665,berger,victor,WI,O,House
B000470,716,bingham,hiram,CT,R,Senate
B000495,739,black,eugene,TX,D,House
B000520,761,blaine,john,WI,R,Senate
B000597,827,boies,william,IA,R,House
B000700,914,bowles,henry,MA,R,House
B000702,916,bowling,william,AL,D,House
B000873,1070,brookhart,smith,IA,R,Senate
B000895,1091,broussard,edwin,LA,D,Senate
B001171,1333,bushong,robert,PA,R,House
B001192,1352,butler,thomas,PA,R,House
C000139,1498,caraway,thaddeus,AR,D,Senate
C000194,1544,carss,william,MN,O,House
C000599,1913,cohen,william,NY,D,House
C000654,1959,combs,george,MO,D,House
C000959,2226,crumpacker,maurice,OR,R,House
C001008,2269,curtis,charles,KS,R,Senate
D000009,2302,dale,porter,VT,R,Senate
D000080,2362,davey,martin,OH,D,House
D000169,2442,deal,joseph,VA,D,House
E000180,2964,england,edward,WV,R,House
F000047,3082,faust,charles,MO,R,House
F000170,3188,fitzgerald,william,OH,R,House
F000395,3382,frothingham,louis,MA,R,House
F000433,3417,furlow,allen,MN,R,House
G000024,3440,gallivan,james,MA,D,House
G000053,3466,gardner,frank,IN,D,House
G000082,3490,garrett,finis,TN,D,House
G000288,3676,gooding,frank,ID,R,Senate
G000422,3786,green,william,IA,R,House
H000277,4136,harrison,thomas,VA,D,House
H000421,,hazlett,james,PA,R,House
H000544,4368,hersey,ira,ME,R,House
H000837,4625,howard,everette,OK,D,House
J000040,4875,jacobstein,meyer,NY,D,House
J000257,5065,jones,wesley,WA,R,Senate
K000124,5193,kent,everett,PA,D,House
K000191,5251,kindred,john,NY,D,House
K000200,5259,king,edward,IL,R,House
L000153,5529,lazaro,ladislas,LA,D,House
L000484,5816,lowrey,bill,MS,D,House
L000543,5865,lyon,homer,NC,D,House
M000009,5877,macgregor,clarence,NY,R,House
M000038,5899,madden,martin,IL,R,House
M000049,5909,magee,walter,NY,R,House
M000850,6589,monast,louis,RI,R,House
M000912,6646,moore,paul,NJ,D,House
M000931,6662,moorman,henry,KY,D,House
M000961,6688,morin,john,PA,R,House
M001004,6730,morrow,john,NM,D,House
M001028,6750,moses,george,NH,R,Senate
O000018,7006,o'brien,william,WV,D,House
O000035,7023,oddie,tasker,NV,R,Senate
O000062,7050,oldfield,william,AR,D,House
O000140,7120,overman,lee,NC,D,Senate
P000037,7174,palmer,cyrus,PA,R,House
P000186,7304,peery,george,VA,D,House
R000068,7741,rathbone,henry,IL,R,House
R000119,7787,reed,james,AR,D,House
R000491,8100,rubey,thomas,MO,D,House
S000380,8487,shortridge,samuel,CA,R,Senate
S000450,8546,sinnott,nicholas,OR,R,House
S000644,8713,smoot,reed,UT,R,Senate
S000855,8886,stephens,ambrose,OH,R,House
S001024,9044,strother,james,WV,R,House
S001109,9119,sweet,thaddeus,NY,R,House
T000049,9186,tatgenhorst,charles,OH,R,House
T000276,9388,tillman,john,AR,D,House
U000020,9565,updike,ralph,IN,R,House
V000004,9585,vaile,william,CO,R,House
V000071,9647,vare,william,PA,R,Senate
V000102,9674,vincent,earl,IA,R,House
W000149,9828,ware,orie,KY,D,House
W000186,9862,waterman,charles,CO,R,Senate
W000203,9875,watson,james,IN,R,Senate
W000374,10027,white,hays,KS,R,House
W000393,10044,white,sebastian,CO,D,House
W000561,10203,willis,frank,OH,R,Senate
W000617,10256,wilson,thomas,MS,D,House
W000643,10281,winter,charles,WY,R,House
B001159,1322,burton,theodore,OH,R,Senate
G000238,3630,glenn,otis,IL,R,Senate
L000101,5480,larrazolo,octaviano,NM,R,Senate
L000386,5731,locher,cyrus,OH,D,Senate
A000126,110,allen,henry,KS,R,Senate
B000053,355,baird,david,NJ,R,Senate
B000054,356,baird,joseph,OH,R,House
B000348,614,bell,thomas,GA,D,House
B000509,752,blackburn,robert,KY,R,House
B000710,924,box,john,TX,D,House
B000832,1035,brigham,elbert,VT,R,House
B000850,1051,brock,william,TN,D,Senate
B000955,1143,browne,edward,WI,R,House
C000142,1500,carew,john,NY,D,House
C000223,1572,casey,john,PA,D,House
C000274,1619,chalmers,william,OH,R,House
C000446,1778,clark,linwood,MD,R,House
C000849,2126,craddock,john,KY,R,House
C000870,2144,cramton,louis,MI,R,House
C001000,2261,curry,charles,CA,R,House
C001028,2289,cutting,bronson,NM,R,Senate
D000229,2491,dempsey,stephen,NY,R,House
D000237,2497,denison,edward,IL,R,House
D000345,2595,dill,clarence,WA,D,Senate
D000440,2677,dorsey,john,KY,D,House
D000483,2714,doyle,thomas,IL,D,House
D000525,2754,dunbar,james,IN,R,House
E000127,2916,elliott,richard,IN,R,House
E000133,2922,ellis,edgar,MO,R,House
E000222,2994,esterly,charles,PA,R,House
F000072,3102,fenn,edward,CT,R,House
F000096,3124,fess,simeon,OH,R,Senate
F000149,3169,fisher,hubert,TN,D,House
F000166,3184,fitzgerald,roy,OH,R,House
F000287,3289,fort,franklin,NJ,R,House
G000001,,gabaldon,isauro,PI,O,House
G000045,3457,garber,jacob,VA,R,House
G000246,3637,glynn,james,CT,R,House
G000262,3653,goldsborough,phillips,MD,R,Senate
G000425,3789,greene,frank,VT,R,Senate
G000456,3816,griest,william,PA,R,House
G000510,3866,grundy,joseph,PA,R,Senate
H000042,3930,hall,albert,IN,R,House
H000091,3973,halsey,thomas,MO,R,House
H000123,4003,hammer,william,NC,D,House
H000342,4190,hatfield,henry,WV,R,Senate
H000436,4274,hebert,felix,RI,R,Senate
H000560,4383,hickey,andrew,IN,R,House
H000685,4489,hoffman,harold,NJ,R,House
H000868,4654,howell,robert,NE,R,Senate
H000908,4688,hudson,grant,MI,R,House
H000910,4690,hudspeth,claude,TX,D,House
H000924,4702,hughes,james,WV,R,House
I000040,4825,irwin,edward,IL,R,House
J000050,4884,james,hinton,NC,D,House
J000130,4953,johnson,fred,NE,R,House
J000197,5011,johnston,rowland,MO,R,House
J000205,5018,jonas,charles,NC,R,House
K000024,5105,kaynor,william,MA,R,House
K000026,5106,kean,hamilton,NJ,R,Senate
K000033,5113,kearns,charles,OH,R,House
K000091,5165,kendall,elva,KY,R,House
K000098,5172,kendrick,john,WY,D,Senate
K000167,5232,kiefner,charles,MO,R,House
K000168,5233,kiess,edgar,PA,R,House
K000187,5249,kincheloe,david,KY,D,House
K000317,5361,korell,franklin,OR,R,House
K000349,5383,kvale,ole,MN,O,House
L000041,5426,lampert,florian,WI,R,House
L000073,5455,langley,katherine,KY,R,House
L000181,5545,leatherwood,elmer,UT,R,House
L000203,5567,lee,robert,TX,D,House
L000258,5623,letts,fred,IA,R,House
M000201,6041,martin,whitmell,LA,D,House
M000341,6160,mccloskey,augustus,TX,D,House
M000372,6184,mccormick,ruth,IL,R,House
M000392,6203,mcculloch,roscoe,OH,R,Senate
M000640,6413,menges,franklin,PA,R,House
M000690,6453,michaelson,magne,IL,R,House
M000739,6494,miller,john,WA,R,House
M000915,6649,moore,robert,VA,D,House
M000959,6686,morgan,william,OH,R,House
N000067,6895,newhall,judson,KY,R,House
N000079,6907,newton,walter,MN,R,House
O000022,7010,o'connell,david,NY,D,House
O000023,7011,o'connell,jeremiah,RI,D,House
O000027,7015,o'connor,charles,OK,R,House
O000028,7016,o'connor,james,LA,D,House
O000061,7049,oldfield,pearl,AR,D,House
P000043,7180,palmer,john,MO,R,House
P000127,7252,patterson,roscoe,MO,R,Senate
P000447,7540,porter,stephen,PA,R,House
P000544,7630,pritchard,george,NC,R,House
Q000008,7669,quayle,john,NY,D,House
R000021,7698,ramey,frank,IL,R,House
R000114,7782,reed,david,PA,R,Senate
R000294,,roark,charles,KY,R,House
R000332,7972,robinson,arthur,IN,R,Senate
R000474,8090,rowbottom,harry,IN,R,House
S000212,8336,sears,willis,NE,R,House
S000278,8393,shaffer,joseph,VA,R,House
S000420,8519,simms,albert,NM,R,House
S000491,8579,sloan,charles,NE,R,House
S000707,8770,speaks,john,OH,R,House
S000708,8771,spearing,james,LA,D,House
S000758,8816,sproul,elliott,IL,R,House
S000759,8817,sproul,william,KS,R,House
S000827,8864,stedman,charles,NC,D,House
S000835,8872,steele,leslie,GA,D,House
S000857,8888,stephens,hubert,MS,D,Senate
S000931,8956,stobbs,george,MA,R,House
S000964,8985,stone,ulysses,OK,R,House
S001060,9074,sullivan,patrick,WY,R,Senate
S001079,,sutherland,daniel,AK,R,House
S001094,9106,swanson,claude,VA,D,Senate
T000194,9316,thompson,charles,OH,R,House
W000023,9715,wainwright,jonathan,NY,R,House
W000032,9724,walcott,frederic,CT,R,Senate
W000063,9751,walker,lewis,KY,R,House
W000196,9869,watres,laurence,PA,R,House
W000277,9937,weller,royal,NY,D,House
W000400,10051,whitehead,joseph,VA,D,House
W000542,10184,williams,thomas,IL,R,House
W000635,10274,wingo,otis,AR,D,House
W000684,10315,wolverton,john,WV,R,House
Z000007,10467,zihlman,frederick,MD,R,House
C000146,1503,carey,robert,WY,R,Senate
M001002,6727,morrow,dwight,NJ,R,Senate
P000091,7223,partridge,frank,VT,R,Senate
W000550,10192,williamson,ben,KY,D,Senate
A000021,16,ackerman,ernest,NJ,R,House
A000057,48,adkins,charles,IL,R,House
A000084,72,aldrich,richard,RI,R,House
A000131,114,allen,john,IL,R,House
A000277,228,arentz,samuel,NV,R,House
A000321,276,aswell,james,LA,D,House
B000012,321,bachmann,carl,WV,R,House
B000082,378,baldrige,howard,NE,R,House
B000126,419,barbour,henry,CA,R,House
B000217,499,barton,william,MO,D,House
B000312,581,beers,edward,PA,R,House
B000442,694,biddle,joseph,PA,R,House
B000596,826,bohn,frank,MI,R,House
B000766,975,brand,charles,OH,R,House
B000774,982,bratton,sam,NM,D,Senate
B001075,1251,burdick,clark,RI,R,House
B001146,1314,burtness,olger,ND,R,House
B001187,1347,butler,robert,OR,R,House
C000007,1382,cable,john,OH,R,House
C000081,1446,campbell,ed,IA,R,House
C000084,1449,campbell,guy,PA,R,House
C000114,1477,canfield,harry,IN,D,House
C000328,1668,chase,james,PA,R,House
C000361,1698,chindblom,carl,IL,R,House
C000364,1701,chiperfield,burnett,IL,R,House
C000378,1713,christgau,victor,MN,R,House
C000384,1718,christopherson,charles,SD,R,House
C000401,1734,clague,frank,MN,R,House
C000412,1744,clancy,robert,MI,R,House
C000608,1922,cole,cyrenus,IA,R,House
C000630,1942,collier,james,MS,D,House
C000652,1958,colton,don,UT,R,House
C000730,2028,cooke,edmund,NY,R,House
C000740,2035,coolidge,marcus,MA,D,Senate
C000752,2047,cooper,henry,WI,R,House
C000797,2083,costigan,edward,CO,D,Senate
C000812,2095,couzens,james,MI,R,Senate
C000844,2123,coyle,william,PA,R,House
C000864,2140,crail,joe,CA,R,House
C000909,2178,crisp,charles,GA,D,House
C001001,2262,curry,charles,CA,R,House
D000012,2306,dallinger,frederick,MA,R,House
D000070,2352,davenport,frederick,NY,R,House
D000098,2379,davis,ewin,TN,D,House
D000129,2406,davis,robert,PA,R,House
D000323,2575,dickinson,lester,IA,R,Senate
D000408,2651,dominick,frederick,SC,D,House
D000455,2690,douglas,lewis,AZ,D,House
D000486,2717,drane,herbert,FL,D,House
D000591,2807,dyer,leonidas,MO,R,House
D000090,,davila,felix,PR,O,House
E000027,2831,eaton,william,CO,R,House
E000062,2861,edwards,charles,GA,D,House
E000203,2981,erk,edmund,PA,R,House
E000216,2989,eslick,edward,TN,D,House
E000217,2990,eslick,willa,TN,D,House
E000221,2993,estep,harry,PA,R,House
E000247,3013,evans,john,MT,D,House
F000130,3152,finley,charles,KY,R,House
F000143,3163,fishburne,john,VA,D,House
F000211,3226,flood,joel,VA,D,House
F000359,3352,free,arthur,CA,R,House
F000366,3359,freeman,richard,CT,R,House
F000375,3367,french,burton,ID,R,House
F000400,3387,fulbright,james,MO,D,House
G000046,3458,garber,milton,OK,R,House
G000081,3489,garrett,daniel,TX,D,House
G000177,3577,gilbert,ralph,KY,D,House
G000193,3591,gillen,courtland,IN,D,House
G000259,3650,golder,benjamin,PA,R,House
G000299,3684,goodwin,godfrey,MN,R,House
G000323,3706,gore,thomas,OK,D,Senate
G000354,3732,graham,george,PA,R,House
G000370,3745,granata,peter,IL,R,House
H000008,3898,hadley,lindley,WA,R,House
H000030,3918,hale,fletcher,NH,R,House
H000053,3940,hall,homer,IL,R,House
H000069,3954,hall,robert,MS,D,House
H000071,3955,hall,thomas,ND,R,House
H000195,4062,hardy,guy,CO,R,House
H000259,4120,harris,william,GA,D,Senate
H000325,4177,hastings,daniel,DE,R,Senate
H000350,4195,haugen,gilbert,IA,R,House
H000379,4222,hawley,willis,OR,R,House
H000669,4476,hoch,homer,KS,R,House
H000702,4505,hogg,david,IN,R,House
H000704,4507,hogg,robert,WV,R,House
H000708,4510,holaday,william,IL,R,House
H000772,4566,hopkins,david,MO,R,House
H000793,4584,horr,ralph,WA,R,House
H000826,4614,houston,robert,DE,R,House
H000828,,houston,victor,HI,R,House
H000940,4717,hull,cordell,TN,D,Senate
H000944,4721,hull,morton,IL,R,House
H000946,4723,hull,william,IL,R,House
I000003,4792,igoe,james,IL,D,House
J000114,4939,johnson,albert,WA,R,House
J000171,4989,johnson,robert,MO,D,House
J000173,4991,johnson,royal,SD,R,House
J000181,4997,johnson,william,IL,R,House
K000001,5088,kading,charles,WI,R,House
K000010,5095,karch,charles,IL,D,House
K000097,5171,kendall,samuel,PA,R,House
K000151,5218,ketcham,john,MI,R,House
K000161,5227,keyes,henry,NH,R,Senate
K000314,5358,kopp,william,IA,R,House
K000342,5378,kunz,stanley,IL,D,House
L000007,5406,la guardia,fiorello,NY,R,House
L000080,5462,lankford,menalcus,VA,R,House
L000082,5464,lankford,william,GA,D,House
L000103,5482,larsen,william,GA,D,House
L000184,5548,leavitt,scott,MT,R,House
L000209,5573,leech,james,PA,R,House
L000300,5655,lichtenwalner,norton,PA,D,House
L000340,5691,linthicum,john,MD,D,House
L000433,5770,longworth,nicholas,OH,R,House
L000435,5772,loofbourow,frederick,UT,R,House
L000467,5802,lovette,oscar,TN,R,House
M000055,5915,magrady,frederick,PA,R,House
M000074,5933,major,samuel,MO,D,House
M000098,5954,manlove,joe,MO,R,House
M000339,6159,mcclintock,charles,OH,R,House
M000539,6327,mclaughlin,james,MI,R,House
M000670,6441,metcalf,jesse,RI,R,Senate
M000835,6578,mobley,william,GA,D,House
M000887,6621,mooney,charles,OH,D,House
M000894,6628,moore,charles,OH,R,House
M000905,6639,moore,john,KY,D,House
M001049,6769,mouser,grant,OH,R,House
M001089,6805,murphy,benjamin,OH,R,House
N000038,6868,nelson,john,ME,R,House
N000039,6869,nelson,john,WI,R,House
N000105,6929,niedringhaus,henry,MO,R,House
N000128,6950,nolan,william,MN,R,House
N000152,6971,norton,john,NE,D,House
O000154,7134,owen,ruth,FL,D,House
P000090,7222,partridge,donald,ME,R,House
P000125,7250,patterson,lafayette,AL,D,House
P000247,7360,person,seymour,MI,R,House
P000249,,pesquera,jose,PR,O,House
P000499,7589,pratt,harcourt,NY,R,House
P000505,7595,pratt,ruth,NY,R,House
P000573,7655,purnell,fred,IN,R,House
Q000014,7674,quin,percy,MS,D,House
R000031,7708,ramseyer,christian,IA,R,House
R000347,7986,robinson,joseph,AR,D,Senate
R000352,7992,robinson,thomas,IA,R,House
R000549,8149,rutherford,samuel,GA,D,House
S000032,8195,sanders,archie,NY,R,House
S000113,8254,schall,thomas,MN,R,Senate
S000229,8351,seiberling,francis,OH,R,House
S000236,8357,selvig,conrad,MN,R,House
S000387,8493,shreve,milton,PA,R,House
S000419,8518,simmons,robert,NE,R,House
S000511,8598,smith,addison,ID,R,House
S000659,8728,snow,donald,ME,R,House
S000703,8766,sparks,charles,KS,R,House
S000777,8823,stafford,william,WI,R,House
S000895,8923,stevenson,william,SC,D,House
S000919,8945,stewart,percy,NJ,D,House
S001011,9030,strong,james,KS,R,House
S001042,9059,stull,howard,PA,R,House
S001059,9075,sullivan,patrick,PA,R,House
S001067,9082,summers,john,WA,R,House
S001093,9105,swanson,charles,IA,R,House
S001123,9130,swing,philip,CA,R,House
T000119,9249,temple,henry,PA,R,House
T000142,9270,thatcher,maurice,KY,R,House
T000267,9379,tierney,william,CT,D,House
T000279,9391,tilson,john,CT,R,House
T000281,9393,timberlake,charles,CO,R,House
T000399,9498,tucker,henry,VA,D,House
U000006,9553,underhill,charles,MA,R,House
V000092,9666,vestal,albert,IN,R,House
V000101,9673,vincent,bird,MI,R,House
W000104,9788,walsh,thomas,MT,D,Senate
W000185,9861,wason,edward,NH,R,House
W000244,9909,weeks,john,VT,R,House
W000289,9948,welsh,george,PA,R,House
W000397,10048,white,wilbur,OH,R,House
W000438,,wickersham,james,AK,R,House
W000501,10146,williams,guinn,TX,D,House
W000553,10195,williamson,william,SD,R,House
W000634,10273,wingo,effiegene,AR,D,House
W000706,10336,wood,william,IN,R,House
W000773,10401,wright,william,GA,D,House
W000775,10403,wurzbach,harry,TX,R,House
W000776,10404,wyant,adam,PA,R,House
Y000011,10420,yates,richard,IL,R,House
Y000021,10428,yon,thomas,FL,D,House
C000597,1912,cohen,john,GA,D,Senate
G000366,3742,grammer,elijah,WA,R,Senate
L000418,5758,long,huey,LA,D,Senate
S000152,8280,schuyler,karl,CO,R,Senate
W000069,9755,walker,walter,CO,D,Senate
A000015,12,abernethy,charles,NC,D,House
A000050,43,adams,wilbur,DE,D,House
A000156,137,allgood,miles,AL,D,House
A000162,143,almon,edward,AL,D,House
A000276,227,arens,henry,MN,O,House
A000338,292,auf der heide,oscar,NJ,D,House
A000354,309,ayres,william,KS,D,House
B000010,319,bachman,nathan,TN,D,Senate
B000045,348,bailey,joseph,TX,D,House
B000079,376,bakewell,charles,CT,R,House
B000290,561,beck,james,PA,R,House
B000307,577,beedy,carroll,ME,R,House
B000499,743,black,hugo,AL,D,Senate
B000505,749,black,loring,NY,D,House
B000537,778,blanchard,george,WI,R,House
B000704,918,bowman,frank,WV,R,House
B000767,976,brand,charles,GA,D,House
B000826,1029,briggs,clay,TX,D,House
B000847,1048,britten,frederick,IL,R,House
B000916,1109,brown,fred,NH,D,Senate
B000934,1124,brown,john,KY,D,House
B000959,1147,browning,gordon,TN,D,House
B000978,1163,brumm,george,PA,R,House
B001045,1224,bulkley,robert,OH,D,Senate
B001094,1267,burke,john,CA,D,House
B001163,1326,busby,thomas,MS,D,House
C000013,1388,cady,claude,MI,D,House
C000149,1506,carley,patrick,NY,D,House
C000172,1525,carpenter,terry,NE,D,House
C000203,1552,carter,vincent,WY,R,House
C000331,1671,chase,ray,MN,R,House
C000387,1720,church,denver,CA,D,House
C000465,1795,clarke,john,NY,R,House
C000467,1797,clarke,marian,NY,R,House
C000566,1883,cochran,thomas,PA,R,House
C000592,1907,coffin,thomas,ID,D,House
C000698,2000,connolly,james,PA,R,House
C000955,2222,crump,edward,TN,D,House
D000263,2521,de priest,oscar,IL,R,House
D000316,2568,dickinson,clement,MO,D,House
D000339,2589,dieterich,william,IL,D,Senate
D000459,2694,douglass,john,MA,D,House
D000518,2747,duffy,francis,WI,D,Senate
D000570,2790,durgan,george,IN,D,House
E000053,2853,edmonds,george,PA,R,House
E000152,2940,ellzey,lawrence,MS,D,House
E000162,2950,eltse,ralph,CA,R,House
E000202,2980,erickson,john,MT,D,Senate
E000261,3023,evans,william,CA,R,House
F000171,3189,fitzgibbons,john,NY,D,House
F000200,3216,fletcher,duncan,FL,D,Senate
F000294,3296,foss,frank,MA,R,House
F000317,3319,foulkes,george,MI,D,House
F000355,3348,frear,james,WI,R,House
G000074,3482,garner,john,TX,D,House
G000197,3595,gillespie,james,IL,D,House
G000243,3634,glover,david,AR,D,House
G000334,3716,goss,edward,CT,R,House
H000109,3990,hamilton,finley,KY,D,House
H000290,4147,hart,michael,MI,D,House
H000333,4183,hastings,william,OK,D,House
H000501,4327,henney,charles,WI,D,House
H000706,4509,hoidale,einar,MN,D,House
H000764,4558,hooper,joseph,MI,R,House
H000792,4583,hornor,lynn,WV,D,House
H000836,4624,howard,edgar,NE,D,House
H000925,4703,hughes,james,WI,D,House
J000053,4887,james,william,MI,R,House
J000068,4902,jeffers,lamar,AL,D,House
J000161,4980,johnson,magnus,MN,O,House
K000076,5154,kelly,melville,PA,R,House
K000085,5161,kemp,bolivar,LA,D,House
K000344,5379,kurtz,jacob,PA,R,House
L000191,5556,lee,frank,MO,D,House
L000228,5593,lehr,john,MI,D,House
L000325,5677,lindsay,george,NY,D,House
L000409,5752,lonergan,augustine,CT,D,Senate
L000489,5820,lozier,ralph,MO,D,House
M000073,5932,major,james,IL,D,House
M000138,5987,marland,ernest,OK,D,House
M000173,6019,martin,charles,OR,D,House
M000293,6119,mcadoo,william,CA,D,Senate
M000307,,mccandless,lincoln,HI,D,House
M000338,6158,mcclintic,james,OK,D,House
M000434,6238,mcfadden,louis,PA,R,House
M000447,6251,mcgill,george,KS,D,Senate
M000463,6265,mcgugin,harold,KS,R,House
M000511,6304,mckeown,thomas,OK,D,House
M000766,6520,milligan,jacob,MO,D,House
